region,district,ward,latitude,longitude,bank_type,bank_name,weekend_trading,yr_started,yr_started_reformatted
Kilimanjaro,Moshi Urban,Kilimanjaro,-3.34795,37.34381,Commercial Bank,NBC Bank Limited,Yes,22/05/89,1989-5-01
Mbeya,Mbozi,Tunduma,-9.30521,32.76331,Commercial Bank,NBC Bank Limited,Yes,18/05/08,2008-5-01
Mbeya,Rungwe,Bulyaga,-9.25808,33.64527,Commercial Bank,NBC Bank Limited,Yes,01/01/70,1970-1-01
Shinyanga,Kahama,Kahama Mjini,-3.83013,32.60474,Commercial Bank,NBC Bank Limited,No,14/12/13,2013-12-01
Tabora,Tabora Urban,Kanyenye,-5.01968,32.80472,Commercial Bank,NBC Bank Limited,Yes,01/01/70,1970-1-01
Shinyanga,Shinyanga Urban,Shinyanga Mjini,-3.67312,33.42662,Commercial Bank,NBC Bank Limited,No,10/05/96,1996-5-01
Lindi,Lindi Urban,Msinjahili,-10.00154,39.71791,Commercial Bank,NBC Bank Limited,Yes,15/01/90,1990-1-01
Mbeya,Mbeya Urban,Sisimba,-8.89272,33.44724,Commercial Bank,NBC Bank Limited,Yes,03/06/75,1975-6-01
Mtwara,Masasi,Masasi,-10.72298,38.81536,Commercial Bank,NBC Bank Limited,Yes,11/02/04,2004-2-01
Mtwara,Mtwara Urban,Shangani,-10.2737,40.18684,Commercial Bank,NBC Bank Limited,Yes,04/07/83,1983-7-01
Kilimanjaro,Moshi Rural,Mamba Kaskazini,-3.33429,37.14645,Commercial Bank,NBC Bank Limited,No,15/08/96,1996-8-01
Dodoma,Dodoma Urban,Viwandani,-6.17567,35.74736,Commercial Bank,NBC Bank Limited,Yes,25/10/90,1990-10-01
Mwanza,Geita,Kalangala,-2.87273,32.22859,Commercial Bank,NBC Bank Limited,No,01/01/01,2001-1-01
Mwanza,Ilemela,Igoma,-2.5405,32.96061,Commercial Bank,NBC Bank Limited,No,01/01/09,2009-1-01
Mwanza,Nyamagana,Nyamagana,-2.52332,32.90017,Commercial Bank,NBC Bank Limited,No,12/02/00,2000-2-01
Mwanza,Nyamagana,Nyamagana,-2.51855,32.90244,Commercial Bank,NBC Bank Limited,No,18/01/05,2005-1-01
Arusha,Arusha,Kati,-3.3709,36.68541,Commercial Bank,NBC Bank Limited,Yes,18/10/12,2012-10-01
Arusha,Karatu,Karatu,-3.33854,35.67217,Commercial Bank,NBC Bank Limited,Yes,20/01/00,2000-1-01
Kagera,Bukoba Urban,Birere,-1.3317,31.81268,Commercial Bank,NBC Bank Limited,No,13/09/96,1996-9-01
Zanzibar,Zanzibar,Welezo,-6.16178,39.18772,Commercial Bank,NBC Bank Limited,No,28/04/98,1998-4-01
Morogoro,Morogoro Urban,Kingo,-6.82672,37.66905,Commercial Bank,NBC Bank Limited,Yes,01/01/70,1970-1-01
Tanga,Tanga,Central,-5.07138,39.10165,Commercial Bank,NBC Bank Limited,Yes,01/01/70,1970-1-01
Kilimanjaro,Moshi Urban,Mawenzi,-3.35663,36.69984,Commercial Bank,NBC Bank Limited,Yes,03/10/93,1993-10-01
Dar es Salaam,Kinondoni,Mwananyamala,-6.79109,39.2636,Commercial Bank,NBC Bank Limited,No,25/02/10,2010-2-01
Dodoma,Dodoma Urban,Viwandani,-6.17569,35.74729,Commercial Bank,NBC Bank Limited,Yes,10/05/85,1985-5-01
Dar es Salaam,Ilala,Kariakoo,-6.82196,39.27705,Commercial Bank,NIC Bank (Tanzania) Limited,Yes,17/12/13,2013-12-01
Dar es Salaam,Ilala,Kivukoni,-6.81351,39.28871,Commercial Bank,NIC Bank (Tanzania) Limited,Yes,15/08/12,2012-8-01
Shinyanga,Kahama,Kahama Mjini,-3.83043,32.6044,Commercial Bank,NIC Bank (Tanzania) Limited,No,02/07/11,2011-7-01
Mwanza,Nyamagana,Nyamagana,-2.52105,32.90331,Commercial Bank,NIC Bank (Tanzania) Limited,Yes,09/01/12,2012-1-01
Arusha,Arusha,Kati,-3.37318,36.69308,Commercial Bank,NIC Bank (Tanzania) Limited,No,23/05/11,2011-5-01
Tabora,Nzega,Nzega Mjini,-4.21839,33.19507,Commercial Bank,NIC Bank (Tanzania) Limited,Yes,18/02/04,2004-2-01
Mtwara,Mtwara Urban,Vigaeni,-10.27624,40.18235,Commercial Bank,Tanzania Postal Bank,Yes,05/10/08,2008-10-01
Mwanza,Sengerema,Sengerema,-2.65021,32.64314,Commercial Bank,Tanzania Postal Bank,No,26/02/11,2011-2-01
Zanzibar,Zanzibar,Bububu,-6.15884,39.19744,Commercial Bank,Tanzania Postal Bank,No,11/04/06,2006-4-01
Dar es Salaam,Ilala,Kisutu,-6.82001,39.27943,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,01/02/12,2012-2-01
Dar es Salaam,Ilala,Kariakoo,-6.81429,39.27675,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,21/06/10,2010-6-01
Zanzibar,Zanzibar,Fuoni Kibondeni,-6.41352,39.55512,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,06/05/11,2011-5-01
Zanzibar,Zanzibar,Mtoni,-6.19667,39.21155,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,01/06/12,2012-6-01
Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01
Zanzibar,Zanzibar,Maungani,-6.17152,39.19838,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,08/01/11,2011-1-01
Zanzibar,Zanzibar,Bweleo,-6.15962,39.19486,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,01/07/88,1988-7-01
Zanzibar,Zanzibar,Bububu,-6.15897,39.19932,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,12/07/12,2012-7-01
Zanzibar,Zanzibar,Welezo,-6.15854,39.19524,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,01/01/70,1970-1-01
Dar es Salaam,Temeke,Chang'ombe,-6.83522,39.26434,Commercial Bank,Stanbic Bank (Tanzania) Limited,No,19/07/11,2011-7-01
Dar es Salaam,Ilala,Kariakoo,-6.81972,39.27513,Commercial Bank,Stanbic Bank (Tanzania) Limited,Yes,18/12/13,2013-12-01
Dar es Salaam,Ilala,Kariakoo,-6.81934,39.27821,Commercial Bank,Stanbic Bank (Tanzania) Limited,Yes,06/11/00,2000-11-01
Dar es Salaam,Ilala,Kivukoni,-6.81361,39.28957,Commercial Bank,Stanbic Bank (Tanzania) Limited,Yes,01/01/12,2012-1-01
Dar es Salaam,Kinondoni,Kinondoni,-6.79231,39.27995,Commercial Bank,Stanbic Bank (Tanzania) Limited,No,12/02/10,2010-2-01
Dar es Salaam,Kinondoni,Mikocheni,-6.76731,39.26141,Commercial Bank,Stanbic Bank (Tanzania) Limited,No,20/12/12,2012-12-01
Mbeya,Mbeya Urban,Sisimba,-8.89167,33.44361,Commercial Bank,Stanbic Bank (Tanzania) Limited,Yes,17/02/07,2007-2-01
Mwanza,Nyamagana,Nyamagana,-2.52045,32.90458,Commercial Bank,Stanbic Bank (Tanzania) Limited,No,14/01/08,2008-1-01
Arusha,Arusha,Kati,-3.37327,36.69238,Commercial Bank,Stanbic Bank (Tanzania) Limited,Yes,20/10/10,2010-10-01
Shinyanga,Kahama,Bugarama,-3.29172,32.40645,Commercial Bank,Stanbic Bank (Tanzania) Limited,No,20/11/03,2003-11-01
Kilimanjaro,Moshi Urban,Kilimanjaro,-3.34801,37.34153,Commercial Bank,Stanbic Bank (Tanzania) Limited,Yes,02/09/02,2002-9-01
Dar es Salaam,Temeke,Chang'ombe,-6.8352,39.26433,Commercial Bank,Standard Chartered Bank (Tanzania) Limited,No,10/03/09,2009-3-01
Dar es Salaam,Ilala,Kariakoo,-6.82019,39.27665,Commercial Bank,Standard Chartered Bank (Tanzania) Limited,Yes,04/05/10,2010-5-01
Dar es Salaam,Ilala,Kivukoni,-6.81179,39.29283,Commercial Bank,Standard Chartered Bank (Tanzania) Limited,Yes,12/12/06,2006-12-01
Dar es Salaam,Kinondoni,Mikocheni,-6.76924,39.26271,Commercial Bank,Standard Chartered Bank (Tanzania) Limited,No,20/08/95,1995-8-01
Dar es Salaam,Kinondoni,Mbezi,-6.72545,39.21445,Commercial Bank,Standard Chartered Bank (Tanzania) Limited,No,10/01/13,2013-1-01
Mwanza,Nyamagana,Nyamagana,-2.51835,32.90043,Commercial Bank,Standard Chartered Bank (Tanzania) Limited,Yes,10/01/08,2008-1-01
Arusha,Arusha,Kati,-3.37247,36.69276,Commercial Bank,Standard Chartered Bank (Tanzania) Limited,Yes,19/12/08,2008-12-01
Kilimanjaro,Moshi Urban,Mawenzi,-3.34941,37.34157,Commercial Bank,Standard Chartered Bank (Tanzania) Limited,Yes,11/10/04,2004-10-01
Dar es Salaam,Ilala,Kivukoni,-6.81865,39.28709,Commercial Bank,Tanzania Investment Bank,Yes,10/01/00,2000-1-01
Dar es Salaam,Kinondoni,Kawe,-6.77532,39.21817,Commercial Bank,Tanzania Investment Bank,Yes,27/01/08,2008-1-01
Arusha,Arusha,Kati,-3.37291,36.69303,Commercial Bank,Tanzania Investment Bank,No,12/10/06,2006-10-01
Arusha,Arusha,Kati,-3.37284,36.6933,Commercial Bank,Tanzania Investment Bank,Yes,15/11/00,2000-11-01
Mwanza,Magu,Magu Mjini,-2.52006,32.89972,Commercial Bank,Tanzania Investment Bank Limited,Yes,06/12/08,2008-12-01
Manyara,Babati,Babati,-4.21416,35.74862,Commercial Bank,Tanzania Postal Bank,No,01/01/07,2007-1-01
Iringa,Njombe,Njombe Mjini,-9.34155,34.76832,Commercial Bank,Tanzania Postal Bank,Yes,01/08/12,2012-8-01
Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01
Rukwa,Mpanda,Kashaulili,-6.34332,31.07407,Commercial Bank,Tanzania Postal Bank,Yes,15/09/11,2011-9-01
Kigoma,Kigoma Urban,Kigoma town,-4.87856,29.62983,Commercial Bank,Tanzania Postal Bank,Yes,29/09/12,2012-9-01
Pwani,Rufiji,Ikwiriri,-7.95037,38.98457,Commercial Bank,Tanzania Postal Bank,No,23/11/94,1994-11-01
Lindi,Nachingwea,Nambambo,-10.36065,38.76135,Commercial Bank,Tanzania Postal Bank,Yes,01/08/12,2012-8-01
Dar es Salaam,Temeke,Charambe,-6.93482,39.24741,Commercial Bank,Tanzania Postal Bank,Yes,08/06/13,2013-6-01
Kilimanjaro,Moshi Urban,Kilimanjaro,-3.35479,37.33935,Commercial Bank,Tanzania Postal Bank,Yes,17/06/98,1998-6-01
Dar es Salaam,Temeke,Mbagala,-6.91512,39.27305,Commercial Bank,Tanzania Postal Bank,No,18/11/13,2013-11-01
Kilimanjaro,Moshi Urban,Bondeni,-3.34677,37.34522,Commercial Bank,Tanzania Postal Bank,Yes,05/06/85,1985-6-01
Mbeya,Mbozi,Tunduma,-9.31235,32.76393,Commercial Bank,Tanzania Postal Bank,Yes,25/04/12,2012-4-01
Dar es Salaam,Temeke,Mbagala,-6.91473,39.26055,Commercial Bank,Tanzania Postal Bank,Yes,07/12/13,2013-12-01
Lindi,Lindi Urban,Makonde,-9.99718,39.71704,Commercial Bank,Tanzania Postal Bank,Yes,01/01/70,1970-1-01
Dar es Salaam,Temeke,Mbagala,-6.90597,39.2853,Commercial Bank,Tanzania Postal Bank,Yes,15/08/13,2013-8-01
Dar es Salaam,Temeke,Temeke,-6.86508,39.2671,Commercial Bank,Tanzania Postal Bank,No,27/05/95,1995-5-01
Dar es Salaam,Ilala,Buguruni,-6.83712,39.24501,Commercial Bank,Tanzania Postal Bank,No,07/11/13,2013-11-01
Dar es Salaam,Ilala,Kariakoo,-6.82137,39.27311,Commercial Bank,Tanzania Postal Bank,Yes,17/01/08,2008-1-01
Dar es Salaam,Ilala,Kisutu,-6.81852,39.28951,Commercial Bank,Tanzania Postal Bank,Yes,01/01/10,2010-1-01
Mwanza,Nyamagana,Nyamagana,-2.52939,32.90746,Commercial Bank,Tanzania Postal bank,No,18/01/10,2010-1-01
Dar es Salaam,Ilala,Kivukoni,-6.81844,39.28752,Commercial Bank,Tanzania Postal Bank,No,10/08/98,1998-8-01
Dar es Salaam,Ilala,Kivukoni,-6.816,39.28949,Commercial Bank,Tanzania Postal Bank,No,03/06/05,2005-6-01
Dar es Salaam,Ilala,Kariakoo,-6.81566,39.27687,Commercial Bank,Tanzania Postal Bank,Yes,18/12/13,2013-12-01
Dar es Salaam,Ilala,Kivukoni,-6.8143,39.2873,Commercial Bank,Tanzania Postal Bank,No,28/02/77,1977-2-01
Dar es Salaam,Kinondoni,Manzese,-6.79801,39.22897,Commercial Bank,Tanzania Postal Bank,Yes,01/01/09,2009-1-01
Tabora,Tabora Urban,Kanyenye,-5.02292,32.80934,Commercial Bank,Tanzania Postal Bank,Yes,23/04/02,2002-4-01
Dar es Salaam,Kinondoni,Ubungo,-6.79463,39.21464,Commercial Bank,Tanzania Postal Bank,Yes,09/02/05,2005-2-01
Iringa,Njombe,Makambako,-8.84419,34.82428,Commercial Bank,Tanzania Postal Bank,Yes,03/06/12,2012-6-01
Dodoma,Dodoma Urban,Viwandani,-6.18134,35.74884,Commercial Bank,Tanzania Postal Bank,No,17/10/99,1999-10-01
Dar es Salaam,Kinondoni,Kunduchi,-6.66493,39.18633,Commercial Bank,Tanzania Postal Bank,No,02/10/99,1999-10-01
Pwani,Bagamoyo,Dunda,-6.44655,38.90876,Commercial Bank,Tanzania Postal Bank,Yes,01/01/70,1970-1-01
Mwanza,Nyamagana,Nyamagana,-2.52424,32.90055,Commercial Bank,Tanzania Postal Bank,No,09/02/07,2007-2-01
Ruvuma,Songea Urban,Songea Mjini,-10.67941,35.6515,Commercial Bank,Tanzania Postal Bank,Yes,04/02/14,2014-2-01
Kagera,Bukoba Urban,Mimbeni,-1.32979,31.81142,Commercial Bank,Tanzania Postal Bank,No,04/05/00,2000-5-01
Lindi,Kilwa,Masoko,-8.93525,39.51085,Commercial Bank,Tanzania Postal Bank,Yes,07/01/70,1970-1-01
Mwanza,Magu,Magu Mjini,-2.52242,32.90387,Commercial Bank,Tanzania Postal Bank,Yes,24/01/01,2001-1-01
Morogoro,Morogoro Urban,Boma,-6.82758,37.66337,Commercial Bank,Tanzania Postal Bank,No,25/01/13,2013-1-01
Arusha,Arusha,Kati,-3.37448,36.6829,Commercial Bank,Tanzania Postal Bank,Yes,08/01/11,2011-1-01
Dar es Salaam,Ilala,Kivukoni,-6.8186,39.28956,Commercial Bank,Tanzania Womans Bank ,Yes,20/02/14,2014-2-01
Mwanza,Nyamagana,Nyamagana,-2.51977,32.89706,Commercial Bank,TANZANIA WOMEN'S BANK PUBLIC LIMITED COMPANY,No,11/05/11,2011-5-01
Dar es Salaam,Kinondoni,Mbezi,-6.82369,39.27198,Commercial Bank,TANZANIA WOMEN'S BANK PUBLIC LIMITED COMPANY,Yes,19/10/05,2005-10-01
Dar es Salaam,Ilala,Kivukoni,-6.81823,39.28901,Commercial Bank,TANZANIA WOMEN'S BANK PUBLIC LIMITED COMPANY,Yes,03/01/10,2010-1-01
Shinyanga,Shinyanga Urban,Kambarage,-3.66953,33.42327,Commercial Bank,Tanzanian Postal Bank,No,02/12/13,2013-12-01
Dodoma,Dodoma Urban,Nzuguni,-6.14351,35.83026,Commercial Bank,TIB Development Bank,No,03/08/09,2009-8-01
Mbeya,Mbeya Urban,Sisimba,-8.89626,33.44148,Commercial Bank,TIB Development Bank - Tanzania,Yes,20/07/12,2012-7-01
Arusha,Arusha,Kati,-3.37403,36.68771,Commercial Bank,Tiwga BanCorp ,Yes,17/11/08,2008-11-01
Mwanza,Nyamagana,Nyamagana,-2.51855,32.90237,Commercial Bank,Twiga Bancorp,Yes,18/01/11,2011-1-01
Dodoma,Dodoma Urban,Madukani,-6.17927,35.74337,Commercial Bank,Twiga Bancorp,Yes,01/11/12,2012-11-01
Dar es Salaam,Temeke,Kigamboni,-6.82432,39.30201,Commercial Bank,Twiga Bancorp,Yes,01/01/12,2012-1-01
Dar es Salaam,Ilala,Kisutu,-6.816,39.28796,Commercial Bank,UBL Bank (Tanzania) Limited,No,01/01/13,2013-1-01
Dar es Salaam,Temeke,Chang'ombe,-6.84101,39.25117,Commercial Bank,United Bank for Africa (Tanzania) Limited,No,20/02/08,2008-2-01
Dar es Salaam,Ilala,Kariakoo,-6.81852,39.27305,Commercial Bank,United Bank for Africa (Tanzania) Limited,Yes,20/12/13,2013-12-01
Dar es Salaam,Ilala,Kisutu,-6.81981,39.28582,Community Bank,Dar es Salaam Community Bank,Yes,13/10/13,2013-10-01
Dar es Salaam,Ilala,Kisutu,-6.81937,39.28205,Community Bank,Dar es Salaam Community Bank,No,26/02/13,2013-2-01
Dar es Salaam,Ilala,Kisutu,-6.81745,39.28106,Community Bank,Dar es Salaam Community Bank,No,05/06/13,2013-6-01
Dar es Salaam,Ilala,Tabata,-6.82772,39.21165,Community Bank,Dar es Salaam Community Bank,Yes,02/10/14,2014-10-01
Dar es Salaam,Ilala,Segerea,-6.84579,39.21415,Community Bank,Dar es Salaam Community Bank,Yes,07/10/13,2013-10-01
Dar es Salaam,Ilala,Segerea,-6.84386,39.21177,Community Bank,Dar es Salaam Community Bank,Yes,08/08/13,2013-8-01
Dar es Salaam,Temeke,Charambe,-6.92506,39.25129,Community Bank,Dar es Salaam Community Bank,Yes,08/10/13,2013-10-01
Dar es Salaam,Ilala,Segerea,-6.82746,39.19835,Community Bank,Dar es Salaam Community Bank,Yes,17/10/13,2013-10-01
Dar es Salaam,Ilala,Segerea,-6.82623,39.19569,Community Bank,Dar es Salaam Community Bank,Yes,20/09/13,2013-9-01
Dar es Salaam,Ilala,Tabata,-6.8212,39.22741,Community Bank,Dar es Salaam Community Bank,Yes,24/10/13,2013-10-01
Dar es Salaam,Ilala,Segerea,-6.82568,39.201,Community Bank,Dar es Salaam Community Bank,Yes,27/10/13,2013-10-01
Dar es Salaam,Temeke,Toangoma,-6.9492,39.28131,Community Bank,Dar es Salaam Community Bank,Yes,15/12/13,2013-12-01
Dar es Salaam,Ilala,Kisutu,-6.81727,39.28107,Community Bank,Dar es Salaam Community Bank,No,12/08/13,2013-8-01
Dar es Salaam,Ilala,Segerea,-6.8265,39.21543,Community Bank,Dar es Salaam Community Bank,Yes,18/08/07,2007-8-01
Dar es Salaam,Ilala,Kariakoo,-6.81896,39.28031,Community Bank,Dar es Salaam Community Bank,Yes,19/12/13,2013-12-01
Dar es Salaam,Ilala,Kisutu,-6.81806,39.28016,Community Bank,Dar es Salaam Community Bank,Yes,25/06/10,2010-6-01
Dar es Salaam,Ilala,Kisutu,-6.81895,39.27997,Community Bank,Dar es Salaam Community Bank,Yes,07/01/08,2008-1-01
Dar es Salaam,Ilala,Segerea,-6.82752,39.19862,Community Bank,Dar es Salaam Community Bank,Yes,05/11/12,2012-11-01
Dar es Salaam,Ilala,Segerea,-6.82754,39.21123,Community Bank,Dar es Salaam Community Bank,Yes,12/12/13,2013-12-01
Dar es Salaam,Kinondoni,Magomeni,-6.80458,39.2522,Community Bank,Dar es Salaam Community Bank,Yes,10/04/10,2010-4-01
Dar es Salaam,Ilala,Tabata,-6.8153,39.22,Community Bank,Dar es Salaam Community Bank,Yes,22/01/14,2014-1-01
Kagera,Bukoba Urban,Birere,-1.33703,31.81703,Community Bank,Kagera Farmers Co-operative Bank,No,06/09/04,2004-9-01
Kilimanjaro,Moshi Urban,Kilimanjaro,-3.35122,37.34267,Community Bank,Kilimanjaro Cooperative Bank,Yes,15/09/09,2009-9-01
Dar es Salaam,Ilala,Kivukoni,-6.81761,39.29234,Community Bank,Maendeleo Community Bank,No,05/08/13,2013-8-01
Pwani,Mafia,Kilindoni,-7.91269,39.66207,Community Bank,Mafia Community Bank,No,23/07/13,2013-7-01
Ruvuma,Songea Urban,Songea Mjini,-10.67845,35.64959,Community Bank,Mbinga Community Bank,Yes,05/08/00,2000-8-01
Ruvuma,Mbinga,Mbinga Urban,-10.95148,35.00051,Community Bank,Mbinga Community Bank,Yes,07/11/07,2007-11-01
Arusha,Arumeru,Usa River,-3.37316,36.84859,Community Bank,Meru Community Bank Limited,No,25/10/11,2011-10-01
Iringa,Mufindi,Mafinga,-8.30163,35.29572,Community Bank,Mufindi Community Bank,Yes,24/09/99,1999-9-01
Kilimanjaro,Mwanga,Mwanga,-3.65704,37.59048,Community Bank,Mwanga Rural Community Bank,Yes,02/10/99,1999-10-01
Kilimanjaro,Moshi Urban,Kilimanjaro,-3.3463,37.34505,Community Bank,Mwanga Rural Community Bank,Yes,02/11/12,2012-11-01
Kilimanjaro,Same,Same Mjini,-4.06781,37.7411,Community Bank,Mwanga Rural Community Bank,Yes,03/12/12,2012-12-01
Iringa,Njombe,Makambako,-8.84617,34.8216,Community Bank,Njombe Community Bank,No,01/05/05,2005-5-01
Iringa,Njombe,Njombe Mjini,-9.33645,34.76739,Community Bank,Njombe Community Bank,No,28/02/12,2012-2-01
Iringa,Makete,Lupalilo,-9.25801,34.08937,Community Bank,Njombe Community Bank,Yes,27/10/11,2011-10-01
Kilimanjaro,Moshi Urban,Mawenzi,-3.35117,37.34171,Community Bank,Uchumi Community Bank,Yes,22/09/05,2005-9-01
Kilimanjaro,Hai,Machame Kusini,-3.21435,37.22197,Community Bank,Village Community Bank (VICOBA),Yes,08/10/04,2004-10-01