region,district,ward,latitude,longitude,SACCO_name,SACCO_yr_started,linked_mob_fin_services,tigo_pesa,m_pesa,ezy_pesa,airtel_cash,other_mob_fin_services,other_mob_fin_services_detail
Tabora,Tabora Urban,Kanyenye,-5.01911,32.80484,Transit,19/09/2009,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02354,32.80962,Treasure,03/08/2009,,,,,,,
Arusha,Arusha,Kati,-3.37184,36.69477,Ttcl Saccos,01/11/2011,Yes,,,,,,
Dar es Salaam,Temeke,Toangoma,-6.94293,39.27824,Tuanze Saccos,28/06/2010,,,,,,,
Rukwa,Sumbawanga Urban,Mollo,-7.96314,31.6222,Tuavoane Saccos,25/09/1997,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.02405,32.81151,Tuico,05/01/2003,,,,,,,
Rukwa,Sumbawanga Urban,Katandala,-7.96353,31.62213,Tuinuane Saccos,22/05/2013,,,,,,,
Mbeya,Mbeya Urban,Isyesye,-8.90057,33.50242,Tuinuane Sccos,07/08/2012,,,,,,,
Mwanza,Nyamagana,Nyamagana,-2.52239,32.90181,Tujijenge Tanzania Ltd,10/01/2011,,,,,,,
Kilimanjaro,Mwanga,Kifula,-3.63328,37.66879,Tujikomboe Saccos,14/10/2002,Yes,Yes,,,,,
Tabora,Tabora Urban,Cheyo,-5.03268,32.81882,Tujitegemee Project,17/04/2007,,,,,,,
Shinyanga,Bukombe,Ushirombo,-3.46477,31.89563,Tukamuane Saccos,10/02/2011,,,,,,,
Shinyanga,Bukombe,Ushirombo,-3.46628,31.90088,Tukombone Saccos,09/09/2010,,,,,,,
Mbeya,Rungwe,Bulyaga,-9.27429,33.64779,Tukuyu Ttc Saccos,25/02/1990,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.03512,32.81991,Tukuza,14/10/2008,,,,,,,
Shinyanga,Bukombe,Ushirombo,-3.46877,31.89818,Tukwamuane Saccos,17/04/2006,,,,,,,
Dar es Salaam,Temeke,Kigamboni,-6.8226,39.32078,Tulemane Saccos Limited Reg Drs 1078,21/01/2014,,,,,,,
Mbeya,Rungwe,Lwangwa,-9.26915,33.81288,Tulobwike Saccos,15/08/2010,Yes,,Yes,,,,
Dodoma,Mpwapwa,Mpwapwa Mjini,-6.34525,36.48644,Tumain Credit Saccos,20/05/2009,,,,,,,
Manyara,Mbulu,Mbulu Mjini,-3.85561,35.54245,Tumain Kkkt Saccos,01/11/2007,,,,,,,
Tabora,Nzega,Nzega Mjini,-4.21506,33.18394,Tumain Sacco,23/03/2012,Yes,Yes,Yes,,Yes,,
Arusha,Arusha,Kati,-3.37023,36.68758,Tumain Saccos,04/11/1990,,,,,,,
Arusha,Karatu,Karatu,-3.33118,35.66623,Tumaini (Ffs) Saccos Ltd,22/01/2007,,,,,,,
Kagera,Bukoba Rural,Ruhunga,-1.20847,31.40865,Tumaini Missenyi Saccos Ltd,09/02/2007,Yes,,,,Yes,,
Arusha,Arusha,Kati,-3.3655,36.69788,Tumaini Saccos,05/09/1990,,,,,,,
Shinyanga,Kahama,Kahama Mjini,-3.83561,32.59542,Tumainikina Mama Saccos,10/05/2007,,,,,,,
Tabora,Tabora Urban,Tumbi,-5.07302,32.69208,Tumbi Sacco,28/07/2006,,,,,,,
Kagera,Bukoba Urban,Hamgende,-1.32867,31.80674,Tunakopesha Credit Centre,14/04/2013,,,,,,,
Shinyanga,Bukombe,Ushirombo,-3.47182,31.90184,Tunakopesha Saccos,20/10/2010,,,,,,,
Shinyanga,Kahama,Bugarama,-3.29475,32.40513,Tunakosha Saccos,26/05/2007,,,,,,,
Pwani,Kisarawe,Kisarawe,-6.90631,39.07409,Tunda Saccos Ltd,04/02/2005,,,,,,,
Morogoro,Mvomero,Mtibwa,-6.14028,37.63795,Tursacos,15/02/2002,,,,,,,
Tabora,Tabora Urban,Tambukareli,-5.01604,32.81336,Tusa Organization,19/05/2004,,,,,,,
Tabora,Tabora Urban,Gongoni,-5.01914,32.80483,Tutetee Wanawake,21/07/2011,,,,,,,
Kagera,Karagwe,Kayanga,-1.53416,31.15489,Tuungane Saccos Ltd,02/05/2012,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02336,32.81008,Tuwajibike Sacco,26/05/2008,,,,,,,
Kagera,Karagwe,Kayanga,-1.54139,31.15444,Tuwaka Saccos Ltd,16/04/2002,,,,,,,
Tabora,Tabora Urban,Isevya,-5.01663,32.81251,Tuwasa Saccos,31/12/2024,,,,,,,
Rukwa,Mpanda,Katumba,-7.96133,31.61016,Twavwanaje Saccos Ltd,12/02/2012,,,,,,,
Kagera,Bukoba Urban,Buhende,-1.28039,31.81648,Tweyabe Kyasha Saccos Ltd,16/05/2012,Yes,,Yes,,,,
Arusha,Arusha,Kati,-3.36446,36.68394,Tweyambe Saccos,28/11/1997,,,,,,,
Mara,Musoma Urban,Nyasho,-1.28016,31.81749,Tweyambe Saccos Ltd,19/04/1993,Yes,,Yes,,,,
Kagera,Muleba,Ijumbi,-1.7224,31.63297,Tweyememu Ijumbi Saccos Ltd,01/03/2011,,,,,,,
Arusha,Arusha,Kati,-3.37335,36.6939,Uamke Elelai Saccos,28/11/2007,,,,,,,
Kilimanjaro,Moshi Urban,Kiboriloni,-3.33478,37.36975,Uamkki Saccos Ltd,26/08/2005,,,,,,,
Mbeya,Mbarali,Ubaruku,-8.67679,34.30681,Ubaruku Saccos,12/04/1994,,,,,,,
Kilimanjaro,Rombo,Ubetu Kahe,-3.35587,37.34032,Ubetu Saccos (Dairy),18/01/2012,,,,,,,
Mbeya,Mbozi,Msia,-9.11137,32.93569,Uchenjezya Saccos,23/05/2002,,,,,,,
Tabora,Tabora Urban,Kitete,-5.03459,32.81867,Uchumi Foundatio,18/11/2007,Yes,Yes,Yes,,Yes,,
Shinyanga,Kahama,Kahama Mjini,-3.83041,32.60429,Udapi Kahama Saccos,19/07/2010,Yes,,Yes,,,,
Arusha,Arusha,Kati,-3.37944,36.6921,Udea Saccos,06/01/2006,,,,,,,
Arusha,Arusha,Kati,-3.37088,36.696,Udea Saccos,12/11/2006,,,,,,,
Morogoro,Kilombero,Kidatu,-7.67647,36.97066,Udzungwa Saccos,14/12/2000,,,,,,,
Dodoma,Kongwa,Ugogoni,-6.19671,36.42266,Ugogoni Saccos,13/04/2006,,,,,,,
Arusha,Arusha,Kati,-3.36876,36.695,Uhamiaji Saccos,05/08/2000,,,,,,,
Kilimanjaro,Rombo,Mrao Keryo,-3.29354,37.49407,Uhuru Group Saccos,18/10/2009,,,,,,,
Mara,Musoma Urban,Iringo,-1.49911,33.80416,Uhuru Saccos,23/11/2012,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.01912,32.81007,Ujamaa Foundation,07/09/2011,,,,,,,
Singida,Iramba,Kinampanda,-4.39216,34.52625,Ujamaa Saccos,28/03/2009,,,,,,,
Mara,Musoma Rural,Kukirango,-1.76423,33.85397,Ujamaa Saccos,12/11/2000,Yes,,Yes,,Yes,,
Shinyanga,Bukombe,Ushirombo,-3.4662,31.88914,Ujasiliamali 'Ari Mpya',25/10/2007,,,,,,,
Mara,Bunda,Bunda,-2.10464,33.08803,Ukerewe Saccos,25/10/2010,,,,,,,
Tabora,Tabora Urban,Ipuli,-5.02961,32.8085,Ukimwi Prevention,15/04/2012,Yes,Yes,Yes,,,,
Rukwa,Sumbawanga Urban,Milanzi,-7.96159,31.62007,Ukombozi Ras Rukwa,01/08/2001,,,,,,,
Ruvuma,Songea Urban,Mshangano,-10.65035,35.64453,Ukombozi Juu - Kuweka Na Kukopa,10/12/2013,,,,,,,
Singida,Iramba,Ulemo,-4.41024,34.39808,Ukombozi Ulemo,18/06/1999,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.87867,39.1657,Ukonga Vicoba Saccos Limited,19/04/2013,,,,,,,
Dar es Salaam,Temeke,Tandika,-6.86641,39.26391,Ukotaf,10/12/2007,,,,,,,
Arusha,Arusha,Kati,-3.37493,36.68444,Uku Saccos,28/02/2002,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.91723,39.24966,Ukumbam Saccos,13/08/2006,,,,,,,
Mbeya,Chunya,Makongorosi,-8.41982,33.16026,Umaco Saccos Ltd,15/07/2007,,,,,,,
Mbeya,Kyela,Kyela Mjini,-9.60302,33.86326,Umaja Wa Ndugu Saccos,15/12/2006,,,,,,,
Arusha,Arusha,Kati,-3.36555,36.68406,Umatama Saccos,28/02/2005,,,,,,,
Arusha,Karatu,Karatu,-3.33122,35.66596,Umatu Saccos,02/06/2007,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.9038,39.2675,Umba Saccoss Ltd,23/11/2006,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.90484,39.26738,Umba Saccos,21/06/2009,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.93234,39.24457,Umma Group And Saccos,18/04/2008,,,,,,,
Dodoma,Kongwa,Kibaigwa,-6.07931,36.6455,Ummakisu Saccos,26/02/2002,,,,,,,
Kagera,Muleba,Muleba,-1.94738,31.51727,Umoja Bushege Saccos Ltd,05/01/2000,,,,,,,
Arusha,Arusha,Kati,-3.37123,36.69437,Umoja Group,14/10/2005,,,,,,,
Arusha,Arusha,Unga L.T.D.,-3.37854,36.69276,Umoja Group Saccos,06/11/2005,,,,,,,
Singida,Singida Urban,Mughanga,-4.81437,34.74962,Umoja Na Upendo Saccos Ltd,09/08/2000,,,,,,,
Ruvuma,Songea Urban,Matarawe,-10.65748,35.64297,Umoja Saccos,10/12/2013,,,,,,,
Ruvuma,Songea Urban,Mshangano,-10.65401,35.64938,Umoja Saccos,10/11/2007,,,,,,,
Mbeya,Mbeya Rural,Utengule Usongwe,-8.93519,33.35179,Umoja Saccos,20/04/2009,,,,,,,
Singida,Manyoni,Kilimatinde,-5.85296,34.96143,Umoja Saccos,13/04/2011,,,,,,,
Tanga,Kilindi,Songe,-5.58458,37.28279,Umoja Saccos,05/12/2007,,,,,,,
Manyara,Kiteto,Kibaya,-5.31494,36.56588,Umoja Saccos,26/10/2006,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02291,32.80912,Umoja Saccos,13/07/2008,Yes,Yes,Yes,,,,
Tabora,Tabora Urban,Kanyenye,-5.02278,32.81388,Umoja Saccos,18/12/2011,Yes,Yes,Yes,,Yes,,
Shinyanga,Kahama,Kahama Mjini,-3.83097,32.60428,Umoja Saccos,04/09/2013,Yes,,Yes,,,,
Kilimanjaro,Moshi Urban,Msaranga,-3.35736,37.39657,Umoja Saccos,20/11/2005,,,,,,,
Kilimanjaro,Hai,Hai Mjini,-3.33614,37.14602,Umoja Saccos,15/08/2011,,,,,,,
Arusha,Ngorongoro,Orgosorok,-2.05446,35.62638,Umoja Saccos,30/11/1995,,,,,,,
Kagera,Muleba,Muleba,-1.84349,31.65479,Umoja Saccos,18/06/2012,,,,,,,
Kilimanjaro,Siha,Sanya juu,-3.35525,37.33056,Umoja Saccos,12/09/2012,,,,,,,
Mwanza,Ilemela,Igoma,-2.522,32.91118,Umoja Saccos Ltd,27/02/2013,,,,,,,
Tabora,Tabora Urban,Gongoni,-5.01606,32.81337,Umt,05/08/2005,,,,,,,
Mbeya,Mbeya Urban,Ilomba,-8.9147,33.47715,Undato Saccos,06/06/2002,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02287,32.80914,Unyumbu Sacco,19/08/2005,,,,,,,
Mbeya,Kyela,Ipinda,-9.48361,33.87934,Upendo Group - Ipinda,04/04/2012,,,,,,,
Mbeya,Mbozi,Ihanda,-9.17167,32.87184,Upendo Ihanda Saccos Ltd,09/02/2007,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02389,32.81027,Upendo Project,19/11/2009,Yes,Yes,Yes,,,,
Manyara,Kiteto,Kibaya,-5.31471,36.55979,Upendo Saccos,02/03/2013,,,,,,,
Dodoma,Kondoa,Mondo,-5.00357,35.9335,Upendo Saccos N0.9 Vikoba Mondo,31/10/2009,,,,,,,
Dodoma,Kondoa,Pahi,-4.71566,35.91536,Upendo Sacoss,07/01/2009,,,,,,,
Mbeya,Mbeya Urban,Sisimba,-8.89587,33.44098,Upimaji Saccos Ltd,28/08/1974,,,,,,,
Dar es Salaam,Temeke,Kurasini,-6.84849,39.28189,Ura Saccos,24/09/2010,,,,,,,
Shinyanga,Shinyanga Urban,Ngokolo,-3.66088,33.4307,Urafik Development,10/08/2011,,,,,,,
Dar es Salaam,Kinondoni,Manzese,-6.79675,39.22576,Urafiki Mitumba Saccoss Ltd,30/01/2010,Yes,Yes,Yes,,,,
Tabora,Urambo,Urambo,-5.07321,32.06959,Urambo Teachers,25/03/2002,,,,,,,
Mbeya,Mbarali,Chimala,-8.8576,34.01401,Usafilishaji Saccos,04/05/2002,,,,,,,
Arusha,Arumeru,Makiba,-3.36952,36.696,Usaki Saccos,02/11/2005,,,,,,,
Kilimanjaro,Moshi Rural,Marangu Magharibi,-3.33479,37.14685,Usawa Kilimanja (Tai Saccos),09/01/2000,Yes,,Yes,,,,
Kilimanjaro,Hai,Masama Magharibi,-3.33585,37.14711,Usawa Tai Saccos (Hai),05/03/2006,,,,,,,
Kilimanjaro,Rombo,Ushiri Ikuini,-3.18484,37.60327,Ushiri Ikuini Saccos,10/03/2005,Yes,,Yes,,,,
Kilimanjaro,Rombo,Ushiri Ikuini,-3.35393,37.33132,Ushiri Ikuini Women Saccos (Molases),18/03/2012,,,,,,,
Dodoma,Kondoa,Kwamtoro,-5.22575,35.42446,Ushirika Saccos Kwamtoro,12/07/2013,,,,,,,
Tabora,Tabora Urban,Chemchem,-5.0283,32.8017,Ushirika Wa Mungu,08/01/2011,,,,,,,
Mbeya,Mbeya Urban,Ruanda,-8.90945,33.46247,Ushirika Wa Ruanda,04/01/1996,Yes,,Yes,,,Yes,
Morogoro,Morogoro Urban,Sabasaba,-6.82445,37.65556,Ushirikiano Saccos,10/09/2009,,,,,,,
Singida,Iramba,Ndago,-4.58023,34.34953,Ushirikiano Saccos,15/11/2002,,,,,,,
Shinyanga,Bukombe,Ushirombo,-3.47008,31.89784,Ushirombo Saccos,15/10/2006,,,,,,,
Manyara,Hanang,Masakta,-4.29075,35.5507,Usomama Saccos Ltd,05/05/2006,Yes,,Yes,,,,
Arusha,Arusha,Kaloleni,-3.37841,36.69033,Utalii Saccos,05/11/2000,,,,,,,
Rukwa,Sumbawanga Urban,Katandala,-7.95934,31.61595,Utaybaa Saccos Ltd,05/10/2010,,,,,,,
Tabora,Nzega,Mogwa,-3.87048,33.19533,Utukufu Sacco,17/08/2012,,,,,,,
Arusha,Arusha,Engutoto,-3.41368,36.70996,Uvumilivu Saccos,11/01/2013,,,,,,,
Mbeya,Chunya,Mkwajuni,-8.44799,33.01268,Uwabiki Saccos Ltd,06/07/1997,,,,,,,
Mbeya,Mbeya Urban,Ruanda,-8.91046,33.46813,Uwahombe Reg. Mbr 78C,21/10/2011,,,,,,,
Tabora,Tabora Urban,Ipuli,-5.01601,32.8247,Uwai,10/11/2010,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.78806,39.15706,Uwamaki Saccos,19/04/2007,,,,,,,
Shinyanga,Kahama,Nyihogo,-3.84521,32.60333,Uwaminyi Saccos,11/03/2013,,,,,,,
Arusha,Arusha,Levolosi,-3.37013,36.68592,Uwamo Saccos,19/12/2006,,,,,,,
Arusha,Arusha,Levolosi,-3.36714,36.71272,Uwamo Saccos,07/02/1995,,,,,,,
Kilimanjaro,Hai,Hai Mjini,-3.35255,37.34183,Uwamomasa Saccos,12/10/2010,,,,,,,
Kilimanjaro,Moshi Urban,Mawenzi,-3.353,37.33786,Uwamosa Saccos,12/08/1994,,,,,,,
Mbeya,Mbeya Urban,Uyole,-8.90046,33.54216,Uwamu Saccos,02/05/2003,,,,,,,
Mbeya,Rungwe,Bulyaga,-9.25663,33.64284,Uwandi Saccos,18/05/2006,,,,,,,
Mbeya,Mbeya Urban,Maanga,-8.90999,33.45808,Uwando Mbr 382 Maanga Branch,19/10/2012,,,,,,,
Mbeya,Mbeya Urban,Ruanda,-8.90562,33.4628,Uwandu Mbr 382,19/10/2012,,,,,,,
Mbeya,Mbeya Urban,Ilemi,-8.9019,33.46307,Uwarumbe Saccos Mr 771,04/04/2007,,,,,,,
Zanzibar,Zanzibar,Mwera,-6.16914,39.20099,Uwawim Saccos,11/07/2010,,,,,,,
Tabora,Tabora Urban,Isevya,-5.01578,32.81177,Uwepo Sacco,02/11/2010,,,,,,,
Arusha,Monduli,Longido,-2.73254,36.69537,Uwt Longido Saccos,10/01/2007,,,,,,,
Rukwa,Sumbawanga Urban,Katandala,-7.96323,31.62203,Uwwami Saccos,28/04/2001,,,,,,,
Dar es Salaam,Kinondoni,Makuburi,-6.7989,39.20704,Uyakode,25/02/2006,Yes,,Yes,,,,
Singida,Singida Rural,Ikungi+B2253,-5.13613,34.77071,Uyanjo (Vicoba),20/05/2012,,,,,,,
Tabora,Tabora Urban,Isevya,-5.01786,32.81446,Uyui Foundation Saccos,05/09/2009,,,,,,,
Mwanza,Sengerema,Sengerema,-2.6513,32.6439,Uzinza Saccos Bank Ltd,27/02/2011,Yes,Yes,Yes,,Yes,,
Shinyanga,Bukombe,Ushirombo,-3.47144,31.90152,V Ision Fund,09/10/2013,,,,,,,
Kagera,Biharamulo,Biharamulo Mjini,-2.63452,31.31064,Vena Saccos Ltd,06/08/2012,,,,,,,
Dar es Salaam,Temeke,Keko,-6.83435,39.27097,Veta Saccos,15/04/2007,,,,,,,
Dar es Salaam,Ilala,Ilala,-6.82737,39.26492,Vibindo,23/04/2011,Yes,,Yes,,,,
Singida,Singida Urban,Majengo,-4.82942,34.7584,Vicks Saccos,30/03/2012,,,,,,,
Singida,Iramba,Ulemo,-4.39269,34.34368,Vicoba,25/07/2002,,,,,,,
Ruvuma,Songea Urban,Mshangano,-10.64768,35.64292,Vicoba Msamala B,05/10/2012,,,,,,,
Ruvuma,Mbinga,Kigonsera,-10.79711,35.08159,Vicoba Saccos,29/05/2013,,,,,,,
Ruvuma,Songea Urban,Mshangano,-10.61533,35.65517,Vicoba Saccos,13/11/2013,,,,,,,
Rukwa,Mpanda,Kashaulili,-7.95771,31.61481,Victor Asemblis Of God Saccos,05/07/2006,,,,,,,
Mwanza,Nyamagana,Nyamagana,-2.51812,32.89978,Victoria Saccos,17/01/2010,Yes,Yes,Yes,,Yes,,
Tabora,Uyui,Mabama,-5.02398,32.81124,Vijana Drug Abuse,26/08/2011,,,,,,,
Tabora,Tabora Urban,Kitete,-5.03335,32.81957,Vijana Elimu Sacco,11/10/2012,,,,,,,
Tabora,Nzega,Mogwa,-3.87073,33.19633,Vijana Moto,13/10/2011,Yes,,Yes,,,,
Tabora,Tabora Urban,Kanyenye,-5.02353,32.80735,Vijana Sacco,02/03/2009,,,,,,,
Tabora,Tabora Urban,Ipuli,-5.02047,32.82012,Vijana Sacco,22/12/2009,,,,,,,
Kagera,Biharamulo,Biharamulo Mjini,-2.63321,31.30986,Vijana Saccos Ltd,21/01/2013,,,,,,,
Shinyanga,Kahama,Bugarama,-3.2416,32.46304,Vijana Saccoss,30/07/2011,,,,,,,
Shinyanga,Bukombe,Ushirombo,-3.46617,31.889,Vikoba Nguvu Mpya,20/09/2006,,,,,,,
Dodoma,Dodoma Urban,Mtumba,-6.16733,35.89571,Vimi Saccos Ihumwa,01/03/2006,,,,,,,
Arusha,Arusha,Kati,-3.37133,36.69443,Vison Fund Tanzania,31/12/2010,Yes,,,,,,
Singida,Singida Urban,Majengo,-4.82303,34.75305,Volcano,15/04/2009,,,,,,,
Dodoma,Dodoma Urban,Mtumba,-6.13757,35.94152,Vumi Saccos,22/03/2006,,,,,,,
Tabora,Tabora Urban,Isevya,-5.01665,32.81267,Vumilia Sacco,08/09/2012,Yes,,Yes,,,,
Mbeya,Mbarali,Ubaruku,-8.67619,34.30731,Wabisunko,10/02/1997,,,,,,,
Mwanza,Ilemela,Igoma,-2.54368,32.97758,Waddock Saccos,19/01/2010,Yes,Yes,Yes,,,,
Arusha,Arusha,Kimandolu,-3.37954,36.70659,Waddokki Saccos,22/02/2012,Yes,Yes,Yes,Yes,,,
Mwanza,Nyamagana,Nyamagana,-2.51447,32.89884,Wadoki Saccos,11/02/2009,Yes,,Yes,,Yes,,
Mwanza,Ilemela,Kirumba,-2.50578,32.89883,Wadoki Saccos,11/07/2001,Yes,,Yes,,,,
Iringa,Njombe,Njombe Mjini,-9.33483,34.76737,Wafanyabiashara Saccos,19/10/2002,,,,,,,
Dodoma,Mpwapwa,Mpwapwa Mjini,-6.34662,36.48686,Wafugaji Saccos,22/07/2007,,,,,,,
Kilimanjaro,Rombo,Mamsera,-3.26385,37.60421,Wahee Saccos Mamsera,30/06/2004,Yes,,Yes,,,,
Iringa,Njombe,Mtwango,-8.8597,34.82445,Wajasiliamali Saccos,20/05/2009,,,,,,,
Tabora,Tabora Urban,Tumbi,-5.07291,32.69213,Wajasiliamali Tumbi,23/10/2004,,,,,,,
Arusha,Arusha,Kati,-3.37073,36.69397,Walemavu Saccos,15/10/2003,,,,,,,
Shinyanga,Kahama,Kahama Mjini,-3.82134,32.58918,Walimu Kahama Saccos,15/07/2003,,,,,,,
Shinyanga,Kahama,Kahama Mjini,-3.82445,32.58723,Walimu Kahama Saccos,05/04/2007,,,,,,,
Shinyanga,Kahama,Kahama Mjini,-3.82332,32.58856,Walimu Saccos,13/08/2007,,,,,,,
Lindi,Lindi Urban,Wireless,-10.0004,39.70988,Walisa,22/11/2010,,,,,,,
Arusha,Arusha,Ngarenaro,-3.3664,36.68466,Wam Arusha Group,27/10/2007,,,,,,,
Morogoro,Morogoro Urban,Uwanja wa Ndege,-6.82217,37.65278,Wama Saccos,23/01/2011,,,,,,,
Mbeya,Mbozi,Vwawa,-9.11212,32.93601,Wambo Saccos,30/06/1987,,,,,,,
Mbeya,Rungwe,Bagamoyo,-9.25381,33.64175,Wamojiku Saccos Tukuyu Branch,20/02/2006,,,,,,,
Dar es Salaam,Kinondoni,Manzese,-6.79829,39.23249,Wanama,04/04/2005,Yes,,,,,,
Kilimanjaro,Moshi Urban,Kilimanjaro,-3.35744,37.33547,Wanama Saccos,21/05/2011,,,,,,,
Dar es Salaam,Temeke,Tandika,-6.8727,39.25947,Wanawa Saccos,13/12/2006,Yes,,Yes,,,,
Arusha,Arumeru,Bangata,-3.37112,36.67845,Wanawake Bangata Saccos,21/10/2007,,,,,,,
Arusha,Arumeru,Bwawani,-3.36971,36.67747,Wanayanga Saccos,19/11/2007,,,,,,,
Kagera,Muleba,Muleba,-1.84952,31.65326,Wangubo Finance Company Micro Credit Ltd,28/08/2013,Yes,,Yes,,Yes,,
Arusha,Arusha,Kimandolu,-3.3843,36.71166,Wannama Saccos,24/10/2003,,,,,,,
Dar es Salaam,Ilala,Tabata,-6.82786,39.23047,Warch And Gard Saccos,02/02/2012,,,,,,,
Mbeya,Mbeya Rural,Iyunga Mapinduzi,-8.93841,33.35801,Wasamba Saccos Mbr 818,05/02/2014,,,,,,,
Mbeya,Mbozi,Vwawa,-8.90503,33.44342,Wat Saccos,17/04/2002,,,,,,,
Dar es Salaam,Kinondoni,Kinondoni,-6.78413,39.26374,Wat Saccos,07/04/2004,,,,,,,
Dar es Salaam,Kinondoni,Kijitonyama,-6.76818,39.23351,Wat Saccos,16/10/2006,,,,,,,
Mbeya,Mbozi,Vwawa,-9.11184,32.93587,Wat Saccos Mbozi Ltd Mbr 592,06/02/2011,,,,,,,
Mbeya,Rungwe,Bulyaga,-9.28884,33.65148,Watte Saccos Tukuyu Branch,20/02/1998,,,,,,,
Mbeya,Kyela,Kyela Mjini,-9.60593,33.86909,Waweko Teachers Saccos,15/10/1998,,,,,,,
Kilimanjaro,Moshi Urban,Longuo,-3.33566,37.3378,Wazalendo Saccos,05/10/1971,,,,,,,
Shinyanga,Bukombe,Masumbwe,-3.6479,32.16687,Wazazi Saccos,08/10/2010,,,,,,,
Manyara,Babati,Babati,-4.21688,35.71794,Wekeza Saccos,28/06/2002,,,,,,,
Kilimanjaro,Moshi Rural,Mamba Kusini,-3.35807,37.34248,Wembere Women Saccos,08/10/2010,,,,,,,
Tabora,Tabora Urban,Gongoni,-5.01666,32.81391,Wetco Ltd,23/07/2004,Yes,,Yes,,Yes,,
Tabora,Tabora Urban,Isevya,-5.01661,32.8137,Wetcu Sacco,10/12/1992,,,,,,,
Dar es Salaam,Temeke,Kigamboni,-6.82437,39.32506,Wezesha Maisha,31/12/2013,,,,,,,
Tabora,Nzega,Nzega Mjini,-4.21663,33.18306,Wito Wa Mungu Sacco,06/07/2005,,,,,,,
Mbeya,Mbozi,Vwawa,-9.1246,32.92007,Wiza Saccos,27/07/2011,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02897,32.81547,Woman Foundation Ltd,18/06/2011,,,,,,,
Kilimanjaro,Mwanga,Kileo,-3.35002,37.32811,Women And Child Vision Saccos (Wochivi),04/10/2010,,,,,,,
Arusha,Karatu,Karatu,-3.34522,35.6712,Women Development Fund,21/01/1996,,,,,,,
Tabora,Tabora Urban,Ipuli,-5.02962,32.80851,Womens Power,26/03/2014,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.0239,32.8094,Yerumi Sacco,13/07/2006,,,,,,,
Arusha,Arusha,Kati,-3.37149,36.69353,Yeshua Saccos,16/09/2006,,,,,,,
Arusha,Arusha,Elerai,-3.37169,36.67754,Yesua Power Saccos,11/11/2010,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02273,32.80905,Yoram,24/06/2010,,,,,,,
Tabora,Nzega,Mogwa,-3.87038,33.19637,Yoranda Foundation,15/11/2012,Yes,Yes,Yes,,Yes,,
Manyara,Babati,Babati,-4.21687,35.71791,Youth Development Funds,21/06/1996,,,,,,,
Dodoma,Kondoa,Chemba,-3.34509,35.67112,Youth Development Saccos,17/04/1998,,,,,,,
Kilimanjaro,Moshi Rural,Arusha Chini,-3.36169,36.69649,Youth Saccos Carpentry Centre By Ndesamburo,10/08/2012,,,,,,,
Kilimanjaro,Hai,Machame Magharibi,-3.35137,37.3414,Youth With A Mission Saccos,16/05/2012,,,,,,,
Kilimanjaro,Hai,Hai Mjini,-3.34498,37.12373,Youth With A Mission Saccos,05/03/2012,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.03469,32.81963,Yuba Sacco,22/07/2008,,,,,,,
Mara,Serengeti,Ring'wani,-1.67825,33.94005,Zanaki Saccos,06/10/2007,,,,,,,
Ruvuma,Songea Urban,Mshangano,-10.65054,35.64938,Zionane Saccos,10/11/2011,,,,,,,
Tabora,Tabora Urban,Gongoni,-5.01614,32.80554,Zumeo,27/07/2011,Yes,Yes,Yes,,Yes,,